Date,Open,High,Low,Close,Volume,EMA20,MACD,MOM_6,RSI,ATR,past_avg,future_avg,mu,sigma,slope,label
2024-08-20,552.2713804695546,553.9405925603355,550.4737628114597,551.826904296875,33732300.0,538.25118029355,1.370939319738568,5.372546953484971,61.27617447458419,7.838514318489419,,,,,,2
2024-08-21,552.8837473869856,555.1949270256794,547.9057107172382,553.7232666015625,41514600.0,539.7247123228846,2.3836516438564104,8.271833712930516,62.475030673625305,7.799278746343114,,,,,,2
2024-08-22,555.6393508016043,556.251718701756,548.1525835356343,549.3773193359375,56121500.0,540.6440082288896,2.8032378521741066,9.670070092622382,58.040308926660614,7.82069706204158,,554.5858968098959,554.5858968098959,,,2
2024-08-23,552.6467308078585,556.162933530549,550.4342364891817,555.2147216796875,50639400.0,542.0316952242036,3.565689480389665,10.918346293768309,61.947486141507525,7.746762571510862,551.6424967447916,553.3249104817709,552.4837036132812,,1.6824137369792425,2
2024-08-26,556.2518484473743,556.9728488208845,552.1726501803229,553.8912353515625,35788600.0,543.1611752363331,4.016839972270645,11.706642082828807,60.57035449796251,7.536293719300199,552.7717692057291,552.5215861002604,552.6466776529948,,-0.25018310546875,1
2024-08-27,552.60719113133,555.1455824402227,551.4516012531584,554.6517333984375,32693900.0,544.2555141089144,4.3851960141244035,11.896745770449115,61.10541663670001,7.261842824140492,552.8277587890625,553.2195638020834,553.023661295573,2.1620524353276225,0.39180501302087123,2
2024-08-28,554.3059975373232,554.7405870539986,548.211857678712,551.4317626953125,41066000.0,544.9389663552381,4.366956549069755,11.903280738792887,57.5447944597089,7.209477577793787,554.5858968098959,551.1717529296875,552.8788248697917,2.214488354515563,-3.4141438802083712,1
2024-08-29,553.417172368574,556.7457104578034,550.3256722002859,551.4812622070312,38715200.0,545.562042150647,4.306849162294384,12.169405495331944,57.58571035501606,7.153089054916909,553.3249104817709,548.7354125976562,551.0301615397136,2.266373120281322,-4.589497884114621,1
2024-08-30,553.8714915129334,557.2592888149386,550.2861425309688,556.7456665039062,62700100.0,546.6271492319098,4.630628057736089,12.309694262007952,61.80203760385403,7.140235999849255,552.5215861002604,544.1031290690104,548.3123575846354,2.1134774209271137,-8.41845703125,1
2024-09-03,553.575070502701,553.9109143486305,542.7499389776847,545.288330078125,60600100.0,546.499642645835,3.9175547360656537,11.30728341917768,50.12362751892399,7.629913966018706,553.2195638020834,540.2445271809896,546.7320454915365,3.959754931653189,-12.97503662109375,1
2024-09-04,543.4314676890833,547.6094110613637,542.7005807930091,544.1722412109375,47224900.0,546.277985366321,3.225201828131503,9.87073168638517,49.149315202717474,7.43555084475699,551.1717529296875,538.7497965494791,544.9607747395833,5.003583909560848,-12.421956380208371,1
2024-09-05,544.1130986032705,546.9872739602764,540.3696836868822,542.8488159179688,44264300.0,545.9513977998113,2.5404332663151763,8.442630613064239,47.95886847869013,7.377125089659645,548.7354125976562,538.4797770182291,543.6075948079426,5.409217656207734,-10.255635579427121,1
2024-09-06,543.1746889776059,544.8142412787463,532.8038590526223,533.7125244140625,68493800.0,544.7857908106923,1.2461618997222104,5.656351750294903,40.64060761481603,7.708072027978525,544.1031290690104,543.1087849934896,543.60595703125,7.870980679612574,-0.9943440755207575,1
2024-09-09,537.9497514376588,540.9721049715934,536.0039549877774,539.6880493164062,40445800.0,544.3002916207603,0.6946104007297436,2.8303616967953076,46.40141169605645,7.676036922946548,540.2445271809896,547.2834879557291,543.7640075683594,7.6091295039601725,7.0389607747395075,2
2024-09-10,541.6140544233444,542.3943744160936,536.695337732338,542.0387573242188,36394600.0,544.0849074020421,0.4420882366069918,1.3272905651051587,48.518093562998494,7.534822620147195,538.7497965494791,551.6359659830729,545.192881266276,4.1777714630765805,12.88616943359375,2
2024-09-11,541.9499443030138,548.5279869391354,533.3174727969968,547.5995483398438,75248600.0,544.4196351104041,0.6828010581377839,0.3957194276347309,53.22404529882687,8.083086300289443,538.4797770182291,554.4081420898438,546.4439595540364,4.694584623092635,15.928365071614621,2
2024-09-12,548.1823330685932,552.5183422032788,545.9402390867614,552.212158203125,51892700.0,545.1617801668538,1.2315699979106967,1.1103668076278836,56.75523629946335,7.9755875014485875,543.1087849934896,555.7184855143229,549.4136352539062,6.390478950765443,12.609700520833258,2
2024-09-13,552.824497945327,556.1036627094621,552.5676868065235,555.09619140625,39310500.0,546.1079145706058,1.8775475139602804,3.7247464020430243,58.84711753668253,7.683867287512055,547.2834879557291,555.5176595052084,551.4005737304688,8.063234426942277,8.234171549479242,2
2024-09-16,554.8295724788571,556.182714178543,553.0122415656107,555.9160766601562,36656100.0,547.042025245801,2.4276626534679053,6.463823183142949,59.44767798344748,7.361481953613507,551.6359659830729,558.1975911458334,554.9167785644531,6.813166329478616,6.5616251627604925,2
2024-09-17,558.1481843152566,559.6100185283265,553.8912078231978,556.1431884765625,49321000.0,547.9088026963498,2.8491160540663714,9.302042407366912,59.623452932546265,7.2441482930074494,554.4081420898438,560.4768676757812,557.4425048828125,5.643214057880211,6.0687255859375,2
2024-09-18,556.8048930733479,561.6940105129354,553.9307182522333,554.4937133789062,59044900.0,548.5359370470694,3.0152639692058756,12.266880032607105,57.66835057287268,7.2812300049856375,555.7184855143229,563.7748819986979,559.7466837565104,3.249542433538191,8.056396484375,2
2024-09-19,563.9855314630629,565.8325221847023,561.0915831115941,563.9558715820312,75315500.0,550.0045022408754,3.8658908936333773,14.435694091312826,64.79910127287312,7.571057062186379,555.5176595052084,564.4571533203125,559.9874064127605,4.005161280261342,8.939493815104129,2
2024-09-20,562.5748463140295,564.0311870143781,559.9295598052497,562.9810180664062,77503100.0,551.2403608909259,4.410514660600711,14.913464340624841,63.6102406529167,7.323240644110811,558.1975911458334,565.0482584635416,561.6229248046875,4.2128930372011375,6.8506673177082575,2
2024-09-23,564.0608597882709,565.0416704048506,562.8323068106478,564.3877563476562,44116900.0,552.4924937915669,4.899170356180775,15.21162814124034,64.61900704143426,6.957963711974528,560.4768676757812,565.9168090820312,563.1968383789062,4.580604010243233,5.43994140625,2
2024-09-24,565.1902816302061,566.0621267861817,562.3369812050523,566.002685546875,46805700.0,553.7791787206438,5.355015519821677,15.323964010402847,65.79139578146399,6.727048131199873,563.7748819986979,565.9729410807291,564.8739115397135,4.7841971831638945,2.19805908203125,2
2024-09-25,565.8441701263542,566.5872158186719,563.6348064821314,564.7543334960938,38428600.0,554.8244315564009,5.5515497092804935,15.408773452306377,64.02527124537025,6.4574310744384915,564.4571533203125,567.2014567057291,565.8293050130208,4.170188947502937,2.7443033854166288,2
2024-09-26,569.054138596357,569.381095644281,564.6156981825178,566.993408203125,48336000.0,555.9833817132318,5.820879609739109,14.736302423368443,65.79868944223273,6.33657153067597,565.0482584635416,565.9861857096354,565.5172220865885,1.4448639733894117,0.93792724609375,3
2024-09-27,568.0733221030284,568.8955824862597,565.1308296402824,566.1710815429688,42100900.0,556.9536388398734,5.899959546214177,14.507069312660406,64.54032837583196,6.15287019605464,565.9168090820312,565.124267578125,565.5205383300781,1.4549568467076213,-0.79254150390625,1
2024-09-30,565.1308235636413,569.054126648712,562.8125548304923,568.4398803710938,63557400.0,558.0475666047515,6.075667556280564,13.754740153548937,66.44691602387823,6.159206026209284,565.9729410807291,563.1626383463541,564.5677897135416,1.4850340282030352,-2.810302734375,1
2024-10-01,568.083302774505,568.7371564677812,560.7518934079841,563.3475952148438,72668800.0,558.5523312342841,5.737869972713952,12.91965329925074,58.804447653848555,6.28963867146556,567.2014567057291,564.6024780273438,565.9019673665364,1.7630640009586704,-2.5989786783853788,1
2024-10-02,562.4460266108737,564.6157226242663,560.0286486802867,563.5853271484375,38097800.0,559.0316641784892,5.426789285446034,11.58375761476293,59.04129283438785,6.168026905216562,565.9861857096354,564.2524210611979,565.1193033854166,2.0081921139416448,-1.7337646484375,1
